path,mean_r,mean_g,mean_b,var_r,var_g,var_b,entropy_r,entropy_g,entropy_b,centroid_x,centroid_y,orientation,eccentricity,edge_density
../../photos/SORTED_STARS_CROPPED/0059/2904.jpg,43.5499,71.2467,52.8544,2388.26810999,5671.25323911,3359.93240064,5.202459709379038,5.736906727723655,5.004194481882372,52.07293419392155,48.82743486433905,0.5097489519552044,0.1603822552528988,0.8625
../../photos/SORTED_STARS_CROPPED/0059/2910.jpg,65.9513,63.6022,67.5191,6975.47072831,6471.623155159999,7031.925835190001,5.328325721469725,5.181859014772604,5.44009639976268,51.45322277436486,46.430903476644986,-1.5145425116264686,0.5095672779376869,0.759
../../photos/SORTED_STARS_CROPPED/0066/3255.jpg,60.9871,94.2573,72.0777,3544.9761335900002,8013.34289671,4919.68846271,5.224491240791732,5.913235238038866,5.262131018106506,46.005593129768194,52.10302290688674,-0.449185239773316,0.33613846125455216,0.8436
../../photos/SORTED_STARS_CROPPED/0066/3282.jpg,68.4343,146.0303,138.7267,2653.99468351,11544.035781909999,10338.34500711,5.629244896990037,6.116942614176274,6.110737711345364,46.73815165391232,51.41776172089825,-0.19363845919694006,0.6445001167960138,0.94
../../photos/SORTED_STARS_CROPPED/0066/3296.jpg,40.8277,89.6275,81.0806,1908.15061271,8428.19734375,6887.293303639999,5.039178708664156,5.7160020353227585,5.549183033344914,54.67559893115279,50.89495160077288,0.403603775605511,0.49091902045818575,0.7505
../../photos/SORTED_STARS_CROPPED/0066/3297.jpg,39.7393,86.614,77.7329,1930.7649355100002,8503.197603999999,6840.29495759,4.9330769145176525,5.676613890903779,5.411701200823418,56.03665198631696,55.78326998853229,0.07361296955294912,0.5120965988019371,0.7614
../../photos/SORTED_STARS_CROPPED/0066/3283.jpg,69.8382,133.8196,125.1472,3396.2282207599997,11829.444855840002,10317.363532160001,5.474539961690732,5.9224496031275216,5.885851130610391,50.93933203594578,54.06715783308725,0.5905695837187575,0.7592331968270294,0.8363
../../photos/SORTED_STARS_CROPPED/0066/3254.jpg,63.4115,97.976,75.3247,3713.648967750001,8431.348424000002,5203.291669910001,5.332595165981085,6.013355560752853,5.475022653065136,46.63488385217164,44.81100318145585,0.609526473072025,0.2904768288324467,0.8756
../../photos/SORTED_STARS_CROPPED/0066/3268.jpg,69.2167,125.6878,128.1555,2053.3379411099995,6046.00233116,6127.552519749999,6.099966463278783,6.686473715399082,6.641511646670225,53.116952013503735,51.89030872104164,-1.460329878504898,0.4862453495562592,0.9246
../../photos/SORTED_STARS_CROPPED/0066/3256.jpg,64.0016,97.2662,75.1352,3768.673597440001,8166.936537560001,5109.64292096,5.349947305056631,5.962669103517369,5.339907886127058,44.808994249755884,49.59332707520602,-1.1663635952796334,0.28564197538571046,0.834
../../photos/SORTED_STARS_CROPPED/0066/3295.jpg,54.6021,120.2296,109.7661,1918.34557559,8299.81468384,6846.361790790001,5.803825809811594,6.711197453889982,6.5802644223759685,48.34596347945908,50.615038698094516,1.358252577404711,0.424839312434005,0.8978
../../photos/SORTED_STARS_CROPPED/0066/3281.jpg,65.9677,111.1455,108.7344,3242.9646567099994,8926.16032975,8423.17545664,5.303612684444522,6.10015258233371,5.919533172323116,53.51731636192568,51.69973879343728,1.037951712906546,0.3752616136260475,0.8484
../../photos/SORTED_STARS_CROPPED/0066/3280.jpg,68.1971,110.012,106.0629,3357.5970515900003,8447.219056,7772.53514359,5.727248019583305,6.279077585576431,6.139834322600808,54.04820897321884,51.21120523978768,-0.5888901066809088,0.31332545368500103,0.8411
../../photos/SORTED_STARS_CROPPED/0066/3294.jpg,45.0191,96.4135,87.9065,2174.4165351899996,9317.66411775,7733.92995775,5.170664911252978,5.906924018150258,5.700619890913961,53.7814004081235,43.62477489515921,-0.9773309733482987,0.5499167966056725,0.8135
